Episode,Reward
0,-51.7727
1,-53.4664
2,-91.5324
3,-54.2239
4,-64.6836
5,-92.7462
6,-84.8969
7,-93.7918
8,-77.2121
9,-86.2522
10,-78.848
11,-93.4281
12,18.8371
13,-76.5033
14,-75.5615
15,-74.378
16,-0.498262
17,34.9586
18,-74.7747
19,-76.225
20,15.5116
21,19.9294
22,-3.77082
23,2.51435
24,-2.25728
25,0.894203
26,-0.0959966
27,1.15644
28,-0.365586
29,-2.26854
30,-2.95154
31,1.76267
32,0.919419
33,0.536851
34,2.06689
35,1.29377
36,1.1833
37,2.72759
38,1.59953
39,0.932796
40,-1.3576
41,1.91098
42,0.252524
43,1.65639
44,0.0354006
45,0.406899
46,0.882601
47,2.81025
48,0.90645
49,0.467539
50,0.867618
51,1.53574
52,0.454887
53,0.225816
54,0.257177
55,2.9272
56,1.01356
57,-0.701476
58,3.13291
59,0.548502
60,2.29251
61,1.30536
62,2.43878
63,1.80293
64,1.82048
65,2.83841
66,0.189981
67,0.923942
68,2.02965
69,2.24411
70,2.84333
71,0.195152
72,-1.53556
73,1.54591
74,1.49997
75,1.43824
76,1.12467
77,0.172134
78,0.909988
79,1.40045
80,0.0920074
81,-0.28342
82,0.676213
83,0.63033
84,0.803785
85,2.08899
86,1.45571
87,1.91985
88,1.87045
89,1.40656
90,1.59355
91,1.90898
92,16.0081
93,15.1987
94,30.5421
95,13.1876
96,27.8348
97,23.1369
98,-0.404038
99,36.291
100,11.6099
101,17.4865
102,13.6604
103,14.7746
104,34.602
105,10.4492
106,1.06315
107,25.8071
108,29.0987
109,29.3225
110,16.8846
111,27.9272
112,9.63623
113,13.2205
114,5.58968
115,28.7154
116,24.1326
117,36.2621
118,15.0756
119,26.6829
120,35.9612
121,31.0005
122,31.5744
123,20.6427
124,35.1651
125,19.7362
126,33.2031
127,20.6364
128,27.725
129,16.3996
130,17.5971
131,25.33
132,22.3073
133,30.5707
134,20.5453
135,19.6083
136,10.3127
137,36.3108
138,17.8744
139,13.5573
140,22.1584
141,25.455
142,39.1325
143,19.8137
144,23.4502
145,20.5996
146,42.6607
147,30.5459
148,17.745
149,34.0893
150,18.0675
151,9.01631
152,28.7066
153,26.064
154,19.1728
155,28.8372
156,33.7414
157,19.9449
158,27.1341
159,46.0081
160,24.9361
161,47.6443
162,14.777
163,24.1219
164,16.3088
165,18.0057
166,16.9416
167,44.7361
168,22.0486
169,47.6449
170,19.0801
171,33.2326
172,31.0493
173,26.6462
174,22.6086
175,36.7432
176,34.0775
177,24.6827
178,26.3895
179,-61.3786
180,32.4674
181,33.779
182,-61.0396
183,-14.0264
184,-16.8457
185,1.37641
186,1.04821
187,2.21772
188,1.19451
189,0.0979781
190,0.129821
191,0.792633
192,-0.381995
193,-0.153532
194,-0.419415
195,-0.473175
196,0.267677
197,0.562583
198,0.880294
199,3.91282
200,1.50361
201,1.97094
202,1.89144
203,1.23116
204,-0.116565
205,0.68044
206,-1.00533
207,0.997559
208,1.05572
209,0.0785422
210,0.0904087
211,1.76993
212,2.26967
213,-0.393935
214,0.882011
215,1.0999
