Episode,Reward
0,-83.88866666666667
1,-55.47220000000001
2,-63.38196666666666
3,-68.18430000000001
4,20.49956666666667
5,34.608
6,38.39913333333333
7,-67.0143
8,-28.080133333333333
9,-25.235533333333336
10,-56.89616666666666
11,-32.8658
12,-32.08335666666667
13,-23.770033333333334
14,16.94283333333333
15,-64.80476666666667
16,-31.7059
17,-33.31969
18,-2.0420266666666667
19,-2.61774
20,-3.2243666666666666
21,-32.51020333333333
22,-36.96453333333333
23,-16.605973333333335
24,-2.7413346666666665
25,-3.9230576666666668
26,-3.109425333333333
27,-1.1166310000000002
28,-5.180833333333333
29,-4.27801
30,-12.052233333333334
31,-3.9658599999999997
32,-26.0578
33,-3.7317016666666665
34,-3.6260646666666667
35,-2.629859
36,-12.422622333333331
37,-6.797333333333332
38,-34.493199999999995
39,-25.599687333333335
40,-24.881345
41,-1.6311
42,-18.565116666666665
43,-18.00555136666667
44,9.585133333333333
45,3.287369
46,3.1278236666666666
47,-0.44585300000000005
48,-18.663999999999998
49,3.9121833333333336
50,-2.193178
51,0.4776746666666665
52,-2.5308873333333333
53,0.17370766666666662
54,-0.09476339999999994
55,3.834679
56,-23.34284033333333
57,-26.499979999999997
58,0.9675276666666667
59,5.782197
60,3.806027333333333
61,-1.0292689333333334
62,-0.6958503333333333
63,-22.325303666666667
64,-0.26166000000000006
65,-2.151015666666667
66,-12.169026666666667
67,0.6430136666666667
68,-0.9125996666666668
69,-1.105283
70,0.05968933333333334
71,-2.1230696666666664
72,-1.7579493333333331
73,-0.24742333333333333
74,-0.7655063333333333
75,-1.5287860000000002
76,-0.4284766666666667
77,-1.5357036666666666
78,-4.592246666666667
79,0.149977
80,-5.2855739999999996
81,3.5829086666666665
82,2.68869
83,15.091683333333334
84,3.3928933333333333
85,-3.1401833333333333
86,-2.824073333333333
87,-0.1380766666666667
88,-0.9975373333333334
89,0.16206666666666672
90,-0.86011
91,0.6755853333333333
92,-0.599325
93,-17.171071333333334
94,0.023833333333333373
95,-17.512744333333334
96,4.518840266666667
97,5.643366666666666
98,-15.047918000000001
99,-0.10706633333333332
100,-1.8719099999999997
101,-0.283113
102,-8.272566666666666
103,-6.757710866666666
104,-15.834678566666666
105,-7.241292666666666
106,-1.4996433333333332
107,-15.276294333333333
108,-0.5197983333333334
109,-0.18983033333333332
110,-0.030285966666666664
111,-0.8441666666666666
112,-10.633962666666667
113,-0.9283533333333333
114,-0.9568095
115,-0.10303656666666666
116,-0.4222766666666667
117,-4.858185333333334
118,-0.49560333333333334
119,-0.9733209
120,-0.24814866666666668
121,-7.089443999999999
122,-2.451522
123,-5.77694
124,-8.717629333333333
125,33.23505819999999
126,2.3509424333333335
127,98.16801299999999
128,87.53931533333333
129,115.801827
130,95.05925666666667
131,89.80096033333335
132,74.29576666666667
133,91.31869343333334
134,98.13424066666668
135,53.44497266666667
136,99.83933333333333
137,80.47047
138,87.25192699999998
139,84.41033333333333
140,104.39803866666666
141,115.26528666666667
142,64.44487333333333
143,95.87131000000001
144,95.97091666666667
145,88.50576933333332
146,80.852608
147,113.44352433333336
148,104.26592333333333
149,62.1244
150,-13.370378000000002
151,-5.19687
152,73.02822266666668
153,109.856328
154,92.65896533333334
155,61.067944000000004
156,-20.192453333333333
157,-9.041513666666667
158,100.17554133333333
159,-12.967927999999999
160,-2.5164696666666666
161,-6.9277750000000005
162,-6.856012666666667
163,-9.166991333333334
164,-13.838875
165,-12.593576666666666
166,91.03497
167,65.06129
168,56.45842
169,30.798557000000002
170,11.996463333333333
171,23.82313333333333
172,44.85805
173,23.93241073333333
174,26.370051999999998
175,89.13
176,77.80933333333333
177,79.25790666666667
178,80.0775029
179,87.68204666666666
180,85.45833433333333
181,93.06973500000002
182,72.77878333333335
183,108.80009
184,93.08128133333334
185,95.53707666666668
186,118.86519666666665
187,108.92477666666667
188,85.39633333333335
189,12.489705333333333
190,24.743762
191,-1.8728393333333333
192,-11.809023333333334
193,90.41533333333332
194,-10.630248333333332
195,-26.89133866666667
196,-26.608820333333338
197,-7.661172666666666
198,35.241
199,-27.882983333333332
200,29.802919
201,25.317528333333332
202,-26.731278
203,-26.8235
204,-26.759866666666667
205,-28.546754366666665
206,-0.39453733333333335
207,-0.25411433333333333
208,0.03332246666666667
209,-0.2016686666666667
210,-0.2622793333333333
211,-20.3112
212,-1.0470533333333334
213,-0.6245683333333333
214,-0.9803443333333332
215,0.5576203333333333
216,1.1921438666666666
217,-1.088434
218,-3.0957216666666665
219,-1.3016063333333332
220,-0.49766033333333337
221,-0.1806846666666667
222,0.02049366666666666
223,-0.16494633333333333
224,0.026712299999999998
225,0.49041333333333337
226,-0.36835466666666666
227,0.0
228,0.081586
229,-0.534269
230,-0.20329300000000003
231,-9.499610766666667
232,-2.0677350999999997
233,0.17070333333333332
234,4.0613866666666665
235,-0.8473703333333334
236,-0.6626900000000001
237,-1.094251
238,0.2691056
239,-0.03230633333333333
240,0.07294233333333337
241,-2.7111490000000003
242,-0.3725086666666666
243,-0.05412000000000009
244,-0.3431473333333333
245,0.7195716666666668
246,-0.648086
247,0.3525788666666667
248,0.04250999999999997
249,3.99565
250,-5.652514999999998
251,-14.197462
252,0.5638299999999999
253,-3.408657
254,-0.9798833333333333
255,3.1580763333333337
256,-2.402746666666667
257,-1.8731823
258,-0.7691386666666666
259,0.8602383333333332
260,0.0
261,0.5055086666666667
262,-0.19129433333333334
263,0.07370333333333333
264,0.0
265,-13.1702856
266,-0.8991296666666667
267,-1.9031642
268,0.14817999999999998
269,1.09472
270,0.054553333333333336
271,0.09746566666666667
272,0.7900266666666668
273,-0.162888
274,0.0
275,-21.275791333333334
276,0.123817
277,-2.38856
278,1.0366353
279,-1.8491339
280,0.07022850000000001
281,-1.5922066666666668
282,-0.18312799999999999
283,0.5611513333333333
284,0.0
285,-0.344817
286,0.4775043333333333
287,-2.427449333333334
288,0.010016000000000025
289,0.32741033333333336
290,-1.0596816666666666
291,-0.24449066666666663
292,-0.16248966666666667
293,-0.27226526666666667
294,76.74476
295,-27.513500000000004
296,-8.713788666666666
297,-2.9017603333333337
298,65.74275433333334
299,75.97079266666667
300,29.332564666666666
301,-29.288182833333334
302,-28.150295666666665
303,-28.91372133333333
304,25.266106333333337
305,96.52356333333334
306,118.06103333333334
307,-27.928483333333332
308,-28.201663666666665
309,-33.47651933333333
310,-28.60124
311,-29.766313333333333
312,103.38251600000001
313,97.24618200000002
314,-1.6307483333333332
315,-4.723230666666667
316,-3.3236546666666666
317,-4.090127
318,0.32993750000000005
319,-0.31890199999999996
320,7.670586666666666
321,10.079733333333333
322,-12.211298333333332
323,-20.835931
324,-24.85987066666667
325,22.254033333333336
326,13.667145
327,-28.549693333333337
328,-25.760521333333333
329,-3.4470766666666663
330,-26.063630000000003
331,-23.371343333333332
332,0.5263066666666666
333,0.9402913333333333
334,0.9709599999999999
335,-25.904957333333332
336,-28.277983333333335
337,-23.485926666666668
338,-0.5660400000000001
339,8.948473333333334
340,-1.8069366666666664
341,33.831199999999995
342,-8.247646333333334
343,6.10199
344,71.94143333333334
345,98.97316666666666
346,100.09626666666666
347,107.55423933333333
348,91.08540913333336
349,91.19911809999998
350,87.83633333333334
351,101.83768066666666
352,49.02392766666667
353,135.80671733333332
354,106.21927269999999
355,93.285752
356,108.73685466666667
357,88.76875633333334
358,-12.477068333333335
359,-4.021224666666666
360,-11.670366666666666
361,-12.836165333333334
362,-9.970830000000001
363,-5.637206
364,-28.31906766666667
365,-15.537598666666666
366,-23.500631000000002
367,-17.887185666666667
368,-18.542863333333333
369,-24.452594333333334
370,-24.56447333333333
371,-15.793656666666664
372,-22.130399999999998
373,-30.916433333333334
374,-10.103128333333334
375,-19.926399333333332
376,-14.921199999999999
377,-51.60958466666667
378,-27.15779733333333
379,-0.67054
380,-1.266929
381,-0.426147
382,-2.1609796666666665
383,-1.144131
384,-0.9408886666666668
385,-2.246013
386,-1.1020083333333333
387,-18.89829
388,-19.106595333333335
389,-4.659126333333334
390,-1.759964
391,0.15772799999999998
392,0.34707499999999997
393,-1.8946633333333331
394,-0.4237456666666666
395,-20.391918933333333
396,-1.378878
397,-17.765266666666665
398,0.3533736666666667
399,-0.36757666666666666
400,-0.11155033333333335
401,-6.169184333333334
402,-10.038201333333333
403,-0.28178033333333335
404,-2.9109226666666665
405,-0.13458666666666672
406,-0.032375999999999995
407,-0.5623343333333334
408,-0.3863806666666667
409,-0.3535186666666667
410,-7.158145333333334
411,-0.167529
412,-3.303039333333333
413,-2.7015103333333332
414,-1.8775336666666667
415,-14.641609666666668
416,0.192922
417,-24.679235700000003
418,-16.700508666666668
419,-1.4342463333333333
420,0.0
421,-16.75246
422,-0.6604566666666667
423,-19.632272666666665
424,-2.4374300000000004
425,-20.93907666666667
426,-6.644326666666667
427,-10.222864333333332
428,-8.923006666666668
429,-10.00883
430,-28.260559333333333
431,-39.33833333333333
432,-3.739986666666667
433,1.9925156666666668
434,-0.7554420333333333
435,0.3250223333333333
436,-10.822213133333333
437,-0.289582
438,0.10002235333333331
439,-1.2333800000000001
440,2.7329433333333335
441,-0.243426
442,1.177739
443,-13.507184266666664
444,-4.530903
445,-1.7408256666666666
446,-13.917912666666666
447,-11.68814333333333
448,-41.81213566666667
449,-1.3729933333333333
450,4.203519666666667
451,-0.4547166666666665
452,-0.7533099999999999
453,0.946545
454,-17.500446
455,-18.615415333333335
456,-0.292507
457,-21.854766666666666
458,-12.599936666666666
459,-13.541832033333334
460,-2.2829433333333333
461,-0.797597
462,-26.47064333333333
463,-10.913982333333335
464,-18.77685
465,-2.501943333333333
466,-0.22421366666666667
467,-0.16106866666666667
468,-3.154163333333333
469,0.0
470,-1.5830156666666666
471,-11.228490666666668
472,-12.41735
473,-0.6867766666666665
474,-1.7399163333333334
475,-5.742241666666668
476,-2.7489333333333335
477,-3.676433333333333
478,-0.615723
479,-3.7040073333333337
480,-13.549477999999999
481,-4.868863333333333
482,-6.483533333333333
483,-4.402153333333334
484,-0.6794366666666667
485,-14.629963333333334
486,8.360899999999999
487,-6.957859666666667
488,-29.539473333333333
489,-44.64268666666666
490,0.7856466666666666
491,-0.039287333333333306
