Episode,Reward
0,-93.1465
1,-86.3179
2,-80.1495
3,-59.9339
4,-76.0729
5,-79.9915
6,-78.7853
7,-75.9573
8,-86.2967
9,-34.6184
10,-74.0979
11,-77.531
12,-78.1246
13,-77.8701
14,265.473
15,282.04
16,-54.6784
17,-38.0721
18,-42.9582
19,0.854346
20,-1.46021
21,0.901011
22,-38.8102
23,-8.42128
24,-9.51528
25,-10.4663
26,-9.46137
27,-7.35421
28,-9.03644
29,-8.39006
30,-11.7373
31,-6.51499
32,-10.0537
33,0.0769792
34,0
35,0.330691
36,0.165234
37,0.760658
38,0.149434
39,0.0785422
40,0.104068
41,0
42,0.188228
43,0.115071
44,0
45,-0.719202
46,0.127237
47,0.305325
48,1.8133
49,0.956588
50,0
51,0.108337
52,0
53,-17.9655
54,-1.31795
55,0
56,0.572904
57,0
58,-0.373121
59,0.182154
60,0
61,0.596704
62,0
63,-0.509645
64,-0.954615
65,0.108807
66,1.28723
67,0
68,0
69,-0.484991
70,-0.547157
71,1.43907
72,0
73,0
74,0
75,0
76,-0.484991
77,0
78,0
79,-0.218889
80,-32.2921
81,0.23341
82,-29.7795
83,0.0941173
84,0
85,2.73135
86,1.11153
87,0
88,0
89,0.165234
90,0
91,0
92,0
93,-0.412079
94,-0.539338
95,1.64501
96,0
97,-0.696413
98,0
99,0.557443
100,0
101,0.0904087
102,0.317954
103,0
104,1.1511
105,0.0960283
106,0
107,-4.47587
108,0.839272
109,0.718447
110,0.706029
111,0
112,0.337279
113,-6.27335
114,-2.7838
115,0
116,0
117,0
118,1.6546
119,0.740287
120,1.33141
121,0
122,0
123,0.149434
124,-4.95926
125,0.315264
126,-3.57804
127,1.85705
128,1.26756
129,0.557184
130,-1.27544
131,1.07693
132,-0.707942
133,-0.902425
134,1.2626
135,1.00266
136,0.151324
137,0.991035
138,0.286512
139,-1.13354
140,1.38477
141,0.0813381
142,1.38603
143,-1.77197
144,0.97076
145,-0.610449
146,0.757604
147,-0.443733
148,-0.0673742
149,0.52168
150,0.914037
151,1.1161
152,0.409294
153,2.14643
154,0.889097
155,1.02984
156,0.131237
157,-0.132623
158,1.57276
159,-1.15478
160,3.05718
161,2.63049
162,0.954142
163,0.181047
164,1.45544
165,0.64402
166,2.93048
167,1.83671
168,-0.185745
169,2.15099
170,1.5144
171,0.161946
172,0.178264
173,-0.916667
174,2.38413
175,-0.302674
176,0.0710527
177,1.45171
178,-0.703283
179,-1.35121
180,1.29067
181,1.94024
182,0.108482
183,-0.350353
184,1.37543
185,-3.38004
186,0.22138
187,0
188,-0.912724
189,-0.82545
190,0
191,-0.0640498
192,0
193,0.13789
194,-0.13072
195,-0.592318
196,0.104068
197,0.147892
198,0.48799
199,-0.154202
200,-1.15998
201,-1.80913
202,-0.834514
203,-1.7785
204,-0.268456
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,-0.494839
213,0
214,0
215,0
216,0.354572
217,0.579763
218,-48.3534
219,-6.77804
220,-37.4323
221,-6.80615
222,-10.7517
223,-57.0431
224,-22.3385
225,0
226,0
227,-34.6209
228,-12.1179
229,-0.26479
230,0
231,0
232,0
233,0
234,0
235,2.07868
236,-3.68784
237,0
238,0
239,0
240,0
241,0
242,0
243,1.33314
244,-0.134851
245,0.119791
246,0
247,0
248,0
249,0
250,1.22444
251,0
252,0.845855
253,2.6676
254,14.8787
255,27.0666
256,31.594
257,20.2774
258,29.4219
259,26.9378
260,16.6071
261,28.5089
262,14.1765
263,26.579
264,12.615
265,21.1555
266,32.3199
267,15.3843
268,26.4121
269,26.8353
270,0.553541
271,25.8037
272,22.0707
273,16.4142
274,19.2551
275,42.8701
276,28.5166
277,41.3128
278,9.30108
279,21.7232
280,17.2351
281,23.8805
282,24.0691
283,24.3933
284,32.5881
285,15.8984
286,22.3469
287,46.6309
288,12.7694
289,4.33485
290,31.354
291,8.19993
292,12.0004
293,27.1612
294,-64.1352
295,1.73857
296,1.25381
297,1.92314
298,-0.193735
299,3.22345
300,-3.99573
301,2.25915
302,-1.10681
303,-3.07917
304,0.696675
305,3.40412
306,-1.12629
307,-5.07033
308,5.37748
309,1.44278
310,0.967492
311,0
312,0
313,0.106181
314,0.158723
315,0
316,-1.26778
317,-0.299624
318,2.85185
319,4.0411
320,31.9101
321,0.706451
322,16.7828
323,12.9423
324,2.16044
325,8.56289
326,-0.00425729
327,0.149434
328,0
329,0.0521306
330,-40.2965
331,0.127237
332,0.0886096
333,-35.456
334,-46.7604
335,0
336,1.73388
337,-9.1018
338,-39.2633
339,-24.7187
340,-36.2383
341,1.49977
342,-32.8789
343,-27.6715
344,0.085118
345,0.375714
346,1.24392
347,0.842527
348,-0.617215
349,-0.468816
350,-0.389986
351,2.18437
352,-0.310794
353,-2.16465
354,2.53864
355,0.31036
356,0.9716
357,0.877876
358,33.5402
359,12.5057
360,1.30647
361,1.57219
362,2.08189
363,2.50822
364,-0.908791
365,3.89547
366,-2.42963
367,2.16495
368,-3.79036
369,2.55935
370,0.355348
371,1.49556
372,1.11249
373,1.61104
374,1.60361
