Episode,Reward
0,-93.2632
1,-77.2915
2,-80.2796
3,-54.318
4,-10.4174
5,-14.1642
6,-16.5721
7,-10.6077
8,-78.1314
9,21.6688
10,-61.1332
11,-63.248
12,-62.3374
13,15.3581
14,-58.9912
15,-65.3316
16,-64.1416
17,-62.5496
18,21.3503
19,23.0276
20,11.2829
21,26.7114
22,28.7514
23,20.5966
24,4.05957
25,19.5548
26,15.9135
27,10.9314
28,23.3113
29,28.586
30,18.5208
31,25.1836
32,25.2926
33,29.7396
34,10.0272
35,11.5719
36,17.4152
37,22.9481
38,15.5173
39,26.7868
40,23.6656
41,20.0886
42,13.7225
43,19.9123
44,3.23032
45,19.0193
46,27.1123
47,8.36847
48,22.826
49,19.366
50,24.6188
51,24.7315
52,-61.8022
53,-62.4902
54,20.3732
55,3.09491
56,17.078
57,12.5439
58,15.5524
59,6.51202
60,12.4602
61,19.0608
62,12.8364
63,19.0166
64,9.86148
65,24.1279
66,21.4763
67,1.07185
68,15.1165
69,22.9168
70,29.8857
71,17.6398
72,32.0689
73,24.3577
74,20.4653
75,33.6901
76,23.0093
77,36.2756
78,12.8363
79,24.5245
80,8.28116
81,28.6027
82,7.86038
83,28.9488
84,15.3498
85,15.1127
86,13.5674
87,10.215
88,53.0408
89,18.8135
90,25.5689
91,25.6218
92,26.9609
93,22.3273
94,26.6837
95,8.60536
96,17.0319
97,18.7362
98,27.3231
99,20.272
100,12.4305
101,25.7556
102,24.2989
103,20.4942
104,10.603
105,20.2373
106,10.6775
107,26.3696
108,11.0949
109,25.5623
110,28.2219
111,22.3395
112,17.2008
113,3.69376
114,13.5029
115,24.1972
116,32.1219
117,14.7903
118,26.3048
119,21.9658
120,17.781
121,0.639088
122,1.533
123,2.23041
124,2.20689
125,1.09708
126,1.28912
127,2.68747
128,2.27803
129,1.13254
130,1.72355
131,1.41112
132,1.15282
133,1.33088
134,1.94161
135,3.51017
136,2.75947
137,1.32591
138,3.46416
139,2.28961
140,-0.699922
141,0.907088
142,1.62679
143,0.187306
144,2.66426
145,-0.440222
146,-0.188746
147,1.95973
148,0.577535
149,-0.364855
150,1.30914
151,2.77728
152,-0.891605
153,1.06753
154,1.1263
155,2.08667
156,1.87228
157,1.14954
158,-0.131953
159,0.222738
160,1.45168
161,0.011813
162,4.17454
163,1.19486
164,-0.0451326
165,0.891978
166,1.51711
167,1.05169
168,1.32569
169,1.7651
170,0.140353
171,2.2739
172,0.260501
173,0.802961
174,0.26048
175,0.433919
176,2.88889
177,0.625637
178,1.52214
179,0.956267
180,0.481264
181,0.0245533
182,0.931108
183,2.3307
184,1.37653
185,0.677634
186,2.08648
187,1.7622
188,2.23932
189,0.0405508
190,0.250807
191,2.27086
192,1.80814
193,2.35014
194,2.48167
195,-0.319739
196,0.743743
197,2.74418
198,2.22019
199,1.62089
200,0.227584
201,2.21001
202,-0.501695
203,2.13851
204,2.97185
205,1.82088
206,1.62753
207,1.08488
208,2.23579
209,3.0987
210,2.32228
211,1.09799
212,0.190372
213,1.38399
214,1.71522
215,1.71239
216,0.173323
217,0.960678
218,1.52252
219,0.580956
220,1.22689
221,2.46921
222,0.826942
223,1.85728
224,0.657771
225,1.13563
226,2.25703
227,1.22436
228,2.13979
229,1.36747
230,1.30814
231,-0.109071
232,-0.903384
233,0.000511317
234,1.61858
235,1.82189
236,1.60109
237,2.3554
238,1.68501
239,1.89489
240,1.10043
241,2.31229
242,0.504939
243,-0.195486
244,2.66289
245,0.777517
246,1.61132
247,0.179176
248,0.691227
249,0.584641
250,2.64609
251,1.02263
252,1.91036
253,1.90679
254,1.36204
255,1.18505
256,0.944261
257,0.834657
258,1.57065
259,2.38177
260,0.61138
261,2.96932
262,1.80698
263,0.849949
264,2.70784
265,0.6493
266,0.418163
267,-0.122319
268,1.12696
269,0.666167
270,1.51487
271,1.50004
272,-0.333338
273,0.674288
274,1.42503
275,2.72602
276,2.34879
277,2.54172
278,1.51928
279,1.68112
280,2.32758
281,0.00293619
282,0.619086
283,1.17051
284,0.986913
285,1.45404
286,0.819748
287,2.28847
288,3.4488
289,1.71405
290,1.1027
291,2.35991
292,2.33954
293,1.67609
294,1.72795
295,1.63755
296,2.49728
297,1.84989
298,4.10529
299,2.64557
300,0.825219
301,2.35674
302,1.64478
303,0.895847
304,0.324257
305,1.97271
306,0.819242
307,0.00573318
308,0.431954
309,2.30823
310,1.52656
311,1.19031
312,1.21331
313,1.71054
314,0.472147
315,3.81249
316,0.0557992
317,2.60232
318,0.128854
319,0
320,2.68554
321,1.51421
322,0.983242
323,0.985363
324,0.179068
325,-0.795658
326,2.59198
327,0.076485
328,0
329,0.426043
330,0.9217
331,1.97431
332,0
333,0.396706
334,0.42334
335,-0.978432
336,2.257
337,2.76917
338,1.00582
339,0.0999674
340,0.395682
341,0.943086
342,0.155564
343,1.71696
344,0.0709815
345,1.34111
346,0
347,2.46592
348,0.146461
349,0.175504
350,1.14603
351,0.273036
352,1.55354
353,1.68146
354,2.01073
355,1.04962
356,0.147878
357,1.35892
358,2.78094
359,1.57036
360,0.541746
361,2.59876
362,0.87315
363,1.03229
364,1.51539
365,1.85941
366,0.91451
367,2.7111
368,1.90547
369,2.66075
370,1.44333
371,0.528004
372,1.77519
373,0.688117
374,0.353324
375,0.666591
376,-0.371412
377,3.38638
378,2.2621
379,1.74695
380,1.29321
381,1.68789
382,0.143546
383,0.0979781
384,2.36508
385,2.1256
386,1.04486
387,1.44976
388,2.09955
389,0.143546
390,-0.634697
391,2.09141
392,2.52456
393,0
394,1.06389
395,-0.269808
396,0.527884
397,1.09204
398,0.583368
399,0.302775
400,0.799272
401,-6.56068
402,-5.52687
403,-5.03535
404,1.34937
405,1.4869
406,1.27766
407,2.39965
408,2.11539
409,3.96099
410,0
411,1.13251
412,1.27591
413,0.531194
414,0.284236
415,-0.409877
416,0.404145
417,-0.00745607
418,0.231012
419,1.40906
420,1.16743
421,1.41222
422,0.705532
423,1.47639
424,0
425,1.06626
426,0.132384
427,0.294916
428,-0.143788
429,-39.8895
430,-7.57968
431,-8.54718
432,-9.76971
433,-9.16298
434,-0.72932
435,-4.78659
436,-7.53546
437,-4.32187
438,-1.53486
439,-8.10634
440,-6.22484
441,-8.61282
442,-7.90751
443,-7.72836
444,-8.52214
445,0.33004
446,0.449721
447,0
448,0.641803
449,0.143546
450,0.43171
451,0
452,0.0627029
453,0.272543
454,0.313504
455,1.26453
456,0.0138991
457,1.60185
458,0.79083
459,1.41779
460,2.6878
461,0.591372
462,0.180073
463,1.15575
464,1.8465
465,0.4826
466,0.354572
467,0.329164
468,0.356891
469,0.360766
470,0.14069
471,-0.309735
472,1.8734
473,0
474,1.03599
